"Order_ID","Order_Date","Customer_ID","Product_ID","Category","Sub-Category","Product_Name","Sales","Quantity","Discount","Profit"
"CA-2016-156503","2016-10-14","NC-18415","OFF-PA-10002319","Office Supplies","Paper","Xerox 1944","93.02","3","0.2","33.72"
"CA-2016-156503","2016-10-14","NC-18415","OFF-SU-10000946","Office Supplies","Supplies","Staple remover","12.77","2","0.2","1.44"
"CA-2016-156503","2016-10-14","NC-18415","OFF-EN-10001335","Office Supplies","Envelopes","White Business Envelopes with Contemporary Seam Recycled White Business Envelopes","35.01","4","0.2","13.13"
"CA-2016-156503","2016-10-14","NC-18415","OFF-PA-10002377","Office Supplies","Paper","Xerox 1916","39.15","1","0.2","14.68"
"CA-2015-113628","2015-11-12","AH-10690","OFF-AR-10001246","Office Supplies","Art","Newell 317","11.76","5","0.2","1.32"
"CA-2015-113628","2015-11-12","AH-10690","OFF-BI-10003291","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings","5.24","2","0.7","-4.02"
"CA-2015-113628","2015-11-12","AH-10690","OFF-BI-10002799","Office Supplies","Binders","SlimView Poly Binder 3/8","4.66","3","0.7","-3.73"
"CA-2015-113628","2015-11-12","AH-10690","FUR-CH-10003298","Furniture","Chairs","Office Star - Contemporary Task Swivel chair with Loop Arms Charcoal","523.92","5","0.2","-72.04"
"CA-2015-113628","2015-11-12","AH-10690","TEC-PH-10000441","Technology","Phones","VTech DS6151","100.79","1","0.2","10.08"
"CA-2015-113628","2015-11-12","AH-10690","FUR-CH-10004477","Furniture","Chairs","Global Push Button Manager's Chair Indigo","146.14","3","0.2","16.44"
"CA-2017-147753","2017-03-05","PK-19075","OFF-LA-10003537","Office Supplies","Labels","Avery 515","25.06","2","0.0","11.78"
"CA-2015-103961","2015-11-05","NG-18430","OFF-LA-10004484","Office Supplies","Labels","Avery 476","19.82","6","0.2","6.44"
"CA-2016-152471","2016-07-08","ZD-21925","TEC-PH-10002824","Technology","Phones","Jabra SPEAK 410 Multidevice Speakerphone","823.96","5","0.2","51.5"
"CA-2016-152471","2016-07-08","ZD-21925","OFF-PA-10004965","Office Supplies","Paper","Xerox 1921","15.98","2","0.2","5.0"
"CA-2015-102582","2015-09-15","NW-18400","FUR-TA-10003569","Furniture","Tables","Bretford CR8500 Series Meeting Room Furniture","801.96","2","0.0","200.49"
"CA-2015-102582","2015-09-15","NW-18400","TEC-PH-10003187","Technology","Phones","Anker Astro Mini 3000mAh Ultra-Compact Portable Charger","59.97","3","0.0","0.0"
"CA-2015-102582","2015-09-15","NW-18400","FUR-CH-10004853","Furniture","Chairs","Global Manager's Adjustable Task Chair Storm","1056.86","7","0.0","306.49"
"CA-2017-141873","2017-10-09","HG-14845","OFF-BI-10001031","Office Supplies","Binders","Pressboard Data Binders by Wilson Jones","12.82","3","0.2","4.33"
"CA-2017-141873","2017-10-09","HG-14845","FUR-BO-10003034","Furniture","Bookcases","O'Sullivan Elevations Bookcase Cherry Finish","314.35","3","0.2","-15.72"
"CA-2017-141873","2017-10-09","HG-14845","OFF-PA-10000069","Office Supplies","Paper","TOPS 4 x 6 Fluorescent Color Memo Sheets 500 Sheets per Pack","18.98","2","0.0","8.92"
"CA-2017-141873","2017-10-09","HG-14845","OFF-BI-10003655","Office Supplies","Binders","Durable Pressboard Binders","18.24","6","0.2","6.16"
"CA-2015-140984","2015-09-14","CC-12685","OFF-ST-10000585","Office Supplies","Storage","Economy Rollaway Files","991.2","6","0.0","257.71"
"CA-2015-140984","2015-09-14","CC-12685","TEC-CO-10001571","Technology","Copiers","Sharp 1540cs Digital Laser Copier","879.98","2","0.2","329.99"
"CA-2015-140984","2015-09-14","CC-12685","OFF-BI-10002012","Office Supplies","Binders","Wilson Jones Easy Flow II Sheet Lifters","12.96","9","0.2","4.54"
"CA-2014-132801","2014-10-07","JG-15805","OFF-ST-10001228","Office Supplies","Storage","Fellowes Personal Hanging Folder Files Navy","107.44","10","0.2","10.74"
"CA-2017-141733","2017-05-07","RW-19540","FUR-CH-10004086","Furniture","Chairs","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs","1458.65","5","0.0","423.01"
"CA-2017-141733","2017-05-07","RW-19540","FUR-CH-10002017","Furniture","Chairs","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair","26.64","1","0.0","7.46"
"CA-2017-141733","2017-05-07","RW-19540","FUR-CH-10000595","Furniture","Chairs","Safco Contoured Stacking Chairs","476.8","2","0.0","119.2"
"CA-2017-141733","2017-05-07","RW-19540","OFF-AP-10001563","Office Supplies","Appliances","Belkin Premiere Surge Master II 8-outlet surge protector","87.44","2","0.1","18.46"
"US-2015-111927","2015-11-14","LS-17230","FUR-FU-10004017","Furniture","Furnishings","Executive Impressions 13 Chairman Wall Clock","76.14","3","0.0","26.65"
"US-2015-111927","2015-11-14","LS-17230","OFF-BI-10002571","Office Supplies","Binders","Avery Framed View Binder EZD Ring (Locking) Navy 1 1/2","19.96","2","0.0","9.38"
"CA-2014-105984","2014-11-24","MY-18295","TEC-PH-10000560","Technology","Phones","Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)","1049.97","5","0.4","-209.99"
"CA-2014-105984","2014-11-24","MY-18295","FUR-CH-10000847","Furniture","Chairs","Global Executive Mid-Back Manager's Chair","611.06","3","0.3","-34.92"
"CA-2014-100363","2014-04-08","JM-15655","OFF-FA-10000611","Office Supplies","Fasteners","Binder Clips by OIC","2.37","2","0.2","0.83"
"CA-2014-100363","2014-04-08","JM-15655","OFF-PA-10004733","Office Supplies","Paper","Things To Do Today Spiral Book","19.01","3","0.2","6.89"
"CA-2014-126760","2014-07-26","KM-16720","TEC-PH-10001363","Technology","Phones","Apple iPhone 5S","911.98","2","0.2","114.0"
"CA-2014-126760","2014-07-26","KM-16720","FUR-CH-10003312","Furniture","Chairs","Hon 2090 â€œPillow Softâ€ Series Mid Back Swivel/Tilt Chairs","674.35","3","0.2","-109.58"
"CA-2014-126760","2014-07-26","KM-16720","FUR-FU-10004018","Furniture","Furnishings","Tensor Computer Mounted Lamp","134.01","9","0.0","36.18"
"CA-2014-126760","2014-07-26","KM-16720","TEC-AC-10004814","Technology","Accessories","Logitech Illuminated Ultrathin Keyboard with Backlighting","170.97","3","0.0","70.1"
"US-2014-109162","2014-06-08","KE-16420","FUR-CH-10002647","Furniture","Chairs","Situations Contoured Folding Chairs 4/Set","170.35","3","0.2","10.65"
"CA-2014-101931","2014-10-28","TS-21370","OFF-BI-10004140","Office Supplies","Binders","Avery Non-Stick Binders","7.18","2","0.2","2.25"
"CA-2014-101931","2014-10-28","TS-21370","OFF-SU-10002301","Office Supplies","Supplies","Serrated Blade or Curved Handle Hand Letter Openers","6.28","2","0.0","0.06"
"CA-2014-101931","2014-10-28","TS-21370","OFF-SU-10000646","Office Supplies","Supplies","Premier Automatic Letter Opener","480.74","2","0.0","14.42"
"CA-2014-101931","2014-10-28","TS-21370","FUR-BO-10001337","Furniture","Bookcases","O'Sullivan Living Dimensions 2-Shelf Bookcases","617.0","6","0.15","-36.29"
"CA-2014-101931","2014-10-28","TS-21370","OFF-ST-10003442","Office Supplies","Storage","Eldon Portable Mobile Manager","141.4","5","0.0","38.18"
"CA-2017-129000","2017-11-25","SZ-20035","OFF-ST-10001097","Office Supplies","Storage","Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers","501.81","3","0.0","0.0"
"CA-2017-161053","2017-09-22","JE-15745","OFF-BI-10004318","Office Supplies","Binders","Ibico EB-19 Dual Function Manual Binding System","691.96","4","0.0","318.3"
"CA-2017-161053","2017-09-22","JE-15745","TEC-AC-10004633","Technology","Accessories","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc 3/Pack","34.95","5","0.0","15.38"
"CA-2015-142377","2015-12-04","MS-17980","OFF-PA-10001970","Office Supplies","Paper","Xerox 1881","85.96","7","0.0","40.4"
"CA-2015-127593","2015-09-21","DH-13675","FUR-FU-10004006","Furniture","Furnishings","Deflect-o DuraMat Lighweight Studded Beveled Mat for Low Pile Carpeting","85.3","2","0.0","14.5"
"CA-2017-130526","2017-11-26","GT-14755","OFF-BI-10001524","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern","33.57","8","0.8","-53.71"
"US-2017-131849","2017-06-06","GH-14410","FUR-FU-10004164","Furniture","Furnishings","Eldon 300 Class Desk Accessories Black","4.95","1","0.0","2.18"
"US-2017-131849","2017-06-06","GH-14410","OFF-ST-10002957","Office Supplies","Storage","Sterilite Show Offs Storage Containers","26.4","5","0.0","0.0"
"US-2017-105389","2017-10-23","DM-13015","OFF-BI-10004364","Office Supplies","Binders","Storex Dura Pro Binders","3.56","3","0.8","-6.24"
"US-2017-105389","2017-10-23","DM-13015","TEC-PH-10002824","Technology","Phones","Jabra SPEAK 410 Multidevice Speakerphone","823.96","5","0.2","51.5"
"US-2017-105389","2017-10-23","DM-13015","OFF-AR-10000634","Office Supplies","Art","Newell 320","10.27","3","0.2","0.9"
"CA-2014-140816","2014-12-20","TC-21295","TEC-AC-10001539","Technology","Accessories","Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","447.94","7","0.2","89.59"
"CA-2017-154039","2017-02-17","JK-16120","FUR-TA-10001932","Furniture","Tables","Chromcraft 48 x 96 Racetrack Double Pedestal Table","480.96","3","0.5","-269.34"
"CA-2017-154039","2017-02-17","JK-16120","TEC-PH-10002789","Technology","Phones","LG Exalt","124.79","1","0.2","10.92"
"CA-2014-135755","2014-05-03","NC-18415","OFF-BI-10004828","Office Supplies","Binders","GBC Poly Designer Binding Covers","40.18","3","0.2","14.56"
"CA-2014-135755","2014-05-03","NC-18415","OFF-BI-10003981","Office Supplies","Binders","Avery Durable Plastic 1 Binders","10.9","3","0.2","3.95"
"CA-2017-123246","2017-10-17","AJ-10960","OFF-AR-10001770","Office Supplies","Art","Economy #2 Pencils","10.64","4","0.0","2.77"
"CA-2015-157133","2015-11-28","LC-16885","FUR-FU-10004904","Furniture","Furnishings","Eldon L Workstation Diamond Chairmat","151.96","5","0.6","-182.35"
"CA-2014-124709","2014-07-27","GW-14605","TEC-AC-10002842","Technology","Accessories","WD My Passport Ultra 2TB Portable External Hard Drive","238.0","2","0.0","38.08"
"CA-2017-146360","2017-04-23","SC-20305","TEC-AC-10003590","Technology","Accessories","TRENDnet 56K USB 2.0 Phone Internet and Fax Modem","155.34","6","0.0","55.92"
"CA-2015-132486","2015-10-23","JF-15355","TEC-AC-10000710","Technology","Accessories","Maxell DVD-RAM Discs","148.32","9","0.0","63.78"
"CA-2015-132486","2015-10-23","JF-15355","FUR-CH-10004495","Furniture","Chairs","Global Leather and Oak Executive Chair Black","240.78","1","0.2","27.09"
"CA-2015-132486","2015-10-23","JF-15355","FUR-CH-10004540","Furniture","Chairs","Global Chrome Stack Chair","191.97","7","0.2","16.8"
"CA-2015-132486","2015-10-23","JF-15355","OFF-PA-10004971","Office Supplies","Paper","Xerox 196","11.56","2","0.0","5.66"
"CA-2015-132486","2015-10-23","JF-15355","OFF-EN-10002600","Office Supplies","Envelopes","Redi-Strip #10 Envelopes 4 1/8 x 9 1/2","11.8","4","0.0","5.66"
"CA-2015-132486","2015-10-23","JF-15355","FUR-CH-10001854","Furniture","Chairs","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","842.35","3","0.2","42.12"
"CA-2016-136231","2016-09-05","DM-13015","OFF-EN-10001099","Office Supplies","Envelopes","Staple envelope","23.47","3","0.2","7.63"
"CA-2016-136231","2016-09-05","DM-13015","OFF-BI-10001597","Office Supplies","Binders","Wilson Jones Ledger-Size Piano-Hinge Binder 2 Blue","86.06","7","0.7","-63.11"
"CA-2016-136231","2016-09-05","DM-13015","TEC-PH-10002660","Technology","Phones","Nortel Networks T7316 E Nt8 B27","108.78","2","0.2","6.8"
"CA-2016-136231","2016-09-05","DM-13015","OFF-PA-10000327","Office Supplies","Paper","Xerox 1971","10.27","3","0.2","3.21"
"CA-2016-140641","2016-10-28","EP-13915","OFF-BI-10001191","Office Supplies","Binders","Canvas Sectional Post Binders","38.19","5","0.7","-26.73"
"CA-2014-151001","2014-04-05","JG-15805","OFF-ST-10003455","Office Supplies","Storage","Tenex File Box Personal Filing Tote with Lid Black","49.63","4","0.2","3.72"
"CA-2014-151001","2014-04-05","JG-15805","OFF-ST-10001031","Office Supplies","Storage","Adjustable Personal File Tote","52.1","4","0.2","3.91"
"CA-2015-129896","2015-06-15","PF-19120","OFF-PA-10002245","Office Supplies","Paper","Xerox 1895","9.57","2","0.2","2.99"
"CA-2015-129896","2015-06-15","PF-19120","OFF-ST-10004804","Office Supplies","Storage","Belkin 19 Vented Equipment Shelf Black","82.37","2","0.2","-19.56"
"CA-2015-129896","2015-06-15","PF-19120","FUR-FU-10004904","Furniture","Furnishings","Eldon L Workstation Diamond Chairmat","364.7","6","0.2","-36.47"
"CA-2015-129896","2015-06-15","PF-19120","FUR-FU-10002396","Furniture","Furnishings","DAX Copper Panel Document Frame 5 x 7 Size","40.26","4","0.2","11.07"
"CA-2014-152849","2014-07-05","DW-13195","OFF-AR-10002833","Office Supplies","Art","Newell 322","4.37","3","0.2","0.38"
"US-2017-127341","2017-01-29","CK-12595","OFF-BI-10001072","Office Supplies","Binders","GBC Clear Cover 8-1/2 x 11 unpunched 25 covers per pack","12.13","4","0.8","-20.62"
"CA-2016-167759","2016-03-03","CC-12670","TEC-PH-10003171","Technology","Phones","Plantronics Encore H101 Dual EarpiecesÂ Headset","134.85","3","0.0","37.76"
"CA-2014-100895","2014-06-02","SV-20785","OFF-AR-10004511","Office Supplies","Art","Sanford Colorific Scented Colored Pencils 12/Pack","8.56","2","0.0","2.65"
"CA-2014-100895","2014-06-02","SV-20785","TEC-PH-10001425","Technology","Phones","Mophie Juice Pack Helium for iPhone","239.97","3","0.0","67.19"
"CA-2014-100895","2014-06-02","SV-20785","OFF-ST-10001490","Office Supplies","Storage","Hot File 7-Pocket Floor Stand","356.94","2","0.0","107.08"
"US-2016-163881","2016-11-24","SP-20860","TEC-AC-10003033","Technology","Accessories","Plantronics CS510 - Over-the-Head monaural Wireless Headset System","659.9","2","0.0","217.77"
"US-2016-163881","2016-11-24","SP-20860","FUR-CH-10001394","Furniture","Chairs","Global Leather Executive Chair","1684.75","6","0.2","210.59"
"US-2016-163881","2016-11-24","SP-20860","TEC-AC-10000420","Technology","Accessories","Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning","559.92","8","0.0","190.37"
"US-2016-144547","2016-11-10","MS-17770","TEC-AC-10004901","Technology","Accessories","Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver","279.94","7","0.2","48.99"
"US-2014-112200","2014-11-22","TC-21475","OFF-BI-10002571","Office Supplies","Binders","Avery Framed View Binder EZD Ring (Locking) Navy 1 1/2","9.98","5","0.8","-16.47"
"CA-2017-110212","2017-05-01","SJ-20125","TEC-AC-10002331","Technology","Accessories","Maxell 74 Minute CDR 10/Pack","48.9","5","0.0","18.09"
"CA-2017-134285","2017-12-07","DS-13180","OFF-FA-10000611","Office Supplies","Fasteners","Binder Clips by OIC","3.55","3","0.2","1.24"
"CA-2017-134285","2017-12-07","DS-13180","OFF-PA-10000304","Office Supplies","Paper","Xerox 1995","15.55","3","0.2","5.44"
"CA-2017-102267","2017-11-30","SC-20800","OFF-FA-10000611","Office Supplies","Fasteners","Binder Clips by OIC","2.37","2","0.2","0.83"
"CA-2017-157980","2017-12-07","SH-20395","TEC-AC-10002567","Technology","Accessories","Logitech G602 Wireless Gaming Mouse","127.98","2","0.2","25.6"
"CA-2015-121097","2015-01-03","SF-20965","OFF-PA-10001937","Office Supplies","Paper","Xerox 21","10.37","2","0.2","3.63"
"CA-2015-151043","2015-11-14","MG-17680","TEC-AC-10001090","Technology","Accessories","Micro Innovations Wireless Classic Keyboard with Mouse","47.98","2","0.2","-1.2"
"US-2015-119312","2015-10-02","CS-12400","OFF-ST-10000943","Office Supplies","Storage","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black","270.34","14","0.0","75.7"
"CA-2015-167010","2015-04-05","VT-21700","OFF-AP-10004036","Office Supplies","Appliances","Bionaire 99.97% HEPA Air Cleaner","98.11","7","0.2","18.4"
"CA-2015-167010","2015-04-05","VT-21700","OFF-ST-10003816","Office Supplies","Storage","Fellowes High-Stak Drawer Files","563.81","4","0.2","21.14"
"CA-2015-167010","2015-04-05","VT-21700","OFF-BI-10002072","Office Supplies","Binders","Cardinal Slant-D Ring Binders","10.43","4","0.7","-6.95"
"CA-2015-167010","2015-04-05","VT-21700","FUR-FU-10001468","Furniture","Furnishings","Tenex Antistatic Computer Chair Mats","547.14","4","0.2","-68.39"
"CA-2015-167010","2015-04-05","VT-21700","TEC-PH-10000347","Technology","Phones","Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","14.85","5","0.4","-3.22"
"CA-2015-167010","2015-04-05","VT-21700","TEC-PH-10002844","Technology","Phones","Speck Products Candyshell Flip Case","41.99","2","0.4","-9.8"
"CA-2015-167010","2015-04-05","VT-21700","FUR-FU-10001037","Furniture","Furnishings","DAX Charcoal/Nickel-Tone Document Frame 5 x 7","7.58","1","0.2","2.37"
"CA-2015-167010","2015-04-05","VT-21700","FUR-BO-10004218","Furniture","Bookcases","Bush Heritage Pine Collection 5-Shelf Bookcase Albany Pine Finish *Special Order","352.45","5","0.5","-211.47"
"CA-2017-126788","2017-06-05","AB-10105","TEC-PH-10001619","Technology","Phones","LG G3","470.38","3","0.2","52.92"
"CA-2017-148068","2017-09-18","MM-18280","OFF-PA-10001639","Office Supplies","Paper","Xerox 203","19.44","3","0.0","9.33"
"CA-2017-148068","2017-09-18","MM-18280","FUR-FU-10002268","Furniture","Furnishings","Ultra Door Push Plate","9.82","2","0.0","3.24"
"US-2017-142573","2017-07-18","ML-17410","FUR-TA-10001932","Furniture","Tables","Chromcraft 48 x 96 Racetrack Double Pedestal Table","801.6","5","0.5","-448.9"
"US-2017-142573","2017-07-18","ML-17410","FUR-CH-10004218","Furniture","Chairs","Global Fabric Manager's Chair Dark Gray","161.57","2","0.2","10.1"
"US-2017-142573","2017-07-18","ML-17410","OFF-PA-10000246","Office Supplies","Paper","Riverleaf Stik-Withit Designer Note Cubes","16.1","2","0.2","5.23"
"US-2017-142573","2017-07-18","ML-17410","OFF-BI-10003350","Office Supplies","Binders","Acco Expandable Hanging Binders","7.66","4","0.7","-6.12"
"US-2017-142573","2017-07-18","ML-17410","FUR-CH-10000513","Furniture","Chairs","High-Back Leather Manager's Chair","311.98","3","0.2","-42.9"
"US-2015-148817","2015-12-01","KD-16495","OFF-ST-10001321","Office Supplies","Storage","Decoflex Hanging Personal Folder File Blue","61.68","4","0.0","16.65"
"US-2015-148817","2015-12-01","KD-16495","OFF-BI-10004233","Office Supplies","Binders","GBC Pre-Punched Binding Paper Plastic White 8-1/2 x 11","63.96","4","0.0","30.7"
"CA-2016-110044","2016-06-28","RF-19735","TEC-PH-10001299","Technology","Phones","Polycom CX300 Desktop Phone USB VoIP phone","359.98","3","0.2","36.0"
"CA-2017-146920","2017-08-28","SC-20305","OFF-PA-10002479","Office Supplies","Paper","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","25.34","6","0.2","7.92"
"CA-2017-146920","2017-08-28","SC-20305","OFF-PA-10001461","Office Supplies","Paper","HP Office Paper (20Lb. and 87 Bright)","26.72","5","0.2","9.35"
"CA-2014-103940","2014-09-17","BN-11515","OFF-ST-10004963","Office Supplies","Storage","Eldon Gobal File Keepers","30.28","2","0.0","1.21"
"CA-2014-103940","2014-09-17","BN-11515","OFF-ST-10000943","Office Supplies","Storage","Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black","57.93","3","0.0","16.22"
"CA-2014-103940","2014-09-17","BN-11515","FUR-FU-10004671","Furniture","Furnishings","Executive Impressions 12 Wall Clock","35.34","2","0.0","13.43"
"CA-2014-103940","2014-09-17","BN-11515","OFF-BI-10002735","Office Supplies","Binders","GBC Prestige Therm-A-Bind Covers","137.24","5","0.2","46.32"
"CA-2016-162082","2016-03-14","JS-15880","FUR-BO-10004409","Furniture","Bookcases","Safco Value Mate Series Steel Bookcases Baked Enamel Finish on Steel Gray","241.33","5","0.32","-14.2"
"CA-2016-162082","2016-03-14","JS-15880","OFF-PA-10001934","Office Supplies","Paper","Xerox 1993","5.18","1","0.2","1.88"
"CA-2016-162082","2016-03-14","JS-15880","OFF-AR-10001044","Office Supplies","Art","BOSTON Ranger #55 Pencil Sharpener Black","145.54","7","0.2","16.37"
"CA-2016-132094","2016-08-26","VG-21805","OFF-AR-10004165","Office Supplies","Art","Binney & Smith inkTank Erasable Pocket Highlighter Chisel Tip Yellow","5.47","3","0.2","1.64"
"CA-2016-132094","2016-08-26","VG-21805","TEC-AC-10001109","Technology","Accessories","Logitech Trackman Marble Mouse","47.98","2","0.2","13.2"
"CA-2017-123001","2017-09-02","AW-10840","OFF-AR-10001919","Office Supplies","Art","OIC #2 Pencils Medium Soft","9.4","5","0.0","2.73"
"CA-2017-123001","2017-09-02","AW-10840","OFF-LA-10004544","Office Supplies","Labels","Avery 505","74.0","5","0.0","37.0"
"CA-2017-123001","2017-09-02","AW-10840","TEC-PH-10003484","Technology","Phones","Ooma Telo VoIP Home Phone System","201.58","2","0.2","12.6"
"CA-2015-118955","2015-06-16","LS-17230","OFF-EN-10001028","Office Supplies","Envelopes","Staple envelope","28.75","3","0.2","9.34"
"CA-2015-118955","2015-06-16","LS-17230","OFF-PA-10004156","Office Supplies","Paper","Xerox 188","27.22","3","0.2","9.87"
"CA-2015-118955","2015-06-16","LS-17230","FUR-CH-10001708","Furniture","Chairs","Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back","197.37","2","0.3","-25.38"
"US-2016-143448","2016-12-10","MH-17455","FUR-CH-10003379","Furniture","Chairs","Global Commerce Series High-Back Swivel/Tilt Chairs","1424.9","5","0.0","356.23"
"CA-2017-117863","2017-05-18","TS-21340","FUR-FU-10002456","Furniture","Furnishings","Master Caster Door Stop Large Neon Orange","14.56","2","0.0","6.26"
"CA-2017-117863","2017-05-18","TS-21340","OFF-BI-10000605","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks 9 1/2 x 11 Executive Red","3.05","1","0.2","1.03"
"CA-2017-160458","2017-05-27","EH-13945","OFF-PA-10001166","Office Supplies","Paper","Xerox 2","25.92","5","0.2","9.07"
"US-2016-142685","2016-06-23","MG-17695","OFF-SU-10000157","Office Supplies","Supplies","Compact Automatic Electric Letter Opener","835.17","7","0.0","16.7"
"CA-2016-133144","2016-05-16","DO-13435","OFF-PA-10004971","Office Supplies","Paper","Xerox 196","17.34","3","0.0","8.5"
"CA-2017-167871","2017-11-18","AF-10870","OFF-PA-10001977","Office Supplies","Paper","Xerox 194","44.38","1","0.2","15.53"
"CA-2017-167871","2017-11-18","AF-10870","OFF-SU-10001225","Office Supplies","Supplies","Staple remover","2.94","1","0.2","-0.66"
"CA-2016-119963","2016-11-18","SN-20710","OFF-AR-10003514","Office Supplies","Art","4009 Highlighters by Sanford","6.37","2","0.2","1.03"
"CA-2016-119963","2016-11-18","SN-20710","OFF-LA-10003510","Office Supplies","Labels","Avery 4027 File Folder Labels for Dot Matrix Printers 5000 Labels per Box White","48.85","2","0.2","15.88"
"CA-2016-119963","2016-11-18","SN-20710","OFF-PA-10001970","Office Supplies","Paper","Xerox 1881","19.65","2","0.2","6.63"
"CA-2016-119963","2016-11-18","SN-20710","FUR-CH-10003817","Furniture","Chairs","Global Value Steno Chair Gray","255.11","6","0.3","-18.22"
"CA-2014-121167","2014-11-28","MO-17500","OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers Clear Plastic Sheets","17.25","2","0.2","6.04"
"US-2016-151862","2016-03-01","ON-18715","TEC-PH-10003535","Technology","Phones","RCA ViSYS 25423RE1 Corded phone","159.98","2","0.2","14.0"
"CA-2017-152961","2017-01-15","SC-20095","OFF-PA-10004675","Office Supplies","Paper","Telephone Message Books with Fax/Mobile Section 5 1/2 x 3 3/16","12.7","2","0.0","5.84"
"CA-2014-133228","2014-04-04","MS-17710","FUR-FU-10004020","Furniture","Furnishings","Advantus Panel Wall Acrylic Frame","5.47","1","0.0","2.35"
"CA-2014-133228","2014-04-04","MS-17710","OFF-AR-10001955","Office Supplies","Art","Newell 319","79.36","4","0.0","23.81"
"CA-2016-114951","2016-06-26","DN-13690","FUR-FU-10002364","Furniture","Furnishings","Eldon Expressions Wood Desk Accessories Oak","22.14","3","0.0","6.42"
"CA-2016-156573","2016-05-29","RB-19360","OFF-BI-10002414","Office Supplies","Binders","GBC ProClick Spines for 32-Hole Punch","11.28","3","0.7","-8.65"
"CA-2016-156573","2016-05-29","RB-19360","OFF-AR-10003732","Office Supplies","Art","Newell 333","4.45","2","0.2","0.33"
"CA-2016-156573","2016-05-29","RB-19360","FUR-FU-10001085","Furniture","Furnishings","3M Polarizing Light Filter Sleeves","44.76","3","0.2","14.55"
"CA-2015-113901","2015-10-19","NH-18610","OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings","38.28","6","0.0","17.61"
"CA-2015-113901","2015-10-19","NH-18610","TEC-PH-10002564","Technology","Phones","OtterBox Defender Series Case - Samsung Galaxy S4","149.95","5","0.0","44.99"
"CA-2017-134838","2017-02-19","ED-13885","OFF-AR-10000634","Office Supplies","Art","Newell 320","12.84","3","0.0","3.47"
"CA-2017-134838","2017-02-19","ED-13885","FUR-FU-10004018","Furniture","Furnishings","Tensor Computer Mounted Lamp","44.67","3","0.0","12.06"
"CA-2016-120257","2016-09-22","PW-19240","OFF-AR-10003481","Office Supplies","Art","Newell 348","7.87","3","0.2","0.89"
"CA-2014-164910","2014-11-12","DM-13345","OFF-AR-10003651","Office Supplies","Art","Newell 350","7.87","3","0.2","0.89"
"CA-2016-149902","2016-04-01","DW-13540","OFF-AR-10002956","Office Supplies","Art","Boston 16801 Nautilus Battery Pencil Sharpener","88.04","4","0.0","22.89"
"CA-2016-146010","2016-05-20","EH-14125","OFF-BI-10003638","Office Supplies","Binders","GBC Durable Plastic Covers","40.64","7","0.7","-32.51"
"US-2015-163685","2015-06-01","KE-16420","OFF-BI-10001890","Office Supplies","Binders","Avery Poly Binder Pockets","5.73","8","0.8","-9.16"
"US-2015-163685","2015-06-01","KE-16420","OFF-PA-10002606","Office Supplies","Paper","Xerox 1928","42.24","10","0.2","13.2"
"CA-2014-135090","2014-11-22","SP-20920","OFF-PA-10002245","Office Supplies","Paper","Xerox 1895","53.82","9","0.0","24.22"
"CA-2015-132374","2015-02-22","PS-19045","OFF-AR-10001615","Office Supplies","Art","Newell 34","79.36","4","0.0","20.63"
"CA-2016-167556","2016-03-29","JM-15250","OFF-PA-10000466","Office Supplies","Paper","Memo Book 100 Message Capacity 5 3/8â€ x 11â€","13.48","2","0.0","6.74"
"CA-2016-167556","2016-03-29","JM-15250","OFF-BI-10003708","Office Supplies","Binders","Acco Four Pocket Poly Ring Binder with Label Holder Smoke 1","29.8","5","0.2","9.31"
"CA-2016-167556","2016-03-29","JM-15250","FUR-FU-10004848","Furniture","Furnishings","Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","414.0","8","0.0","124.2"
"CA-2016-167556","2016-03-29","JM-15250","OFF-BI-10000320","Office Supplies","Binders","GBC Plastic Binding Combs","41.33","7","0.2","14.98"
"US-2016-116400","2016-10-22","EB-13930","FUR-FU-10003731","Furniture","Furnishings","Eldon Expressions Wood and Plastic Desk Accessories Oak","39.92","4","0.0","11.18"
"CA-2017-101308","2017-10-02","FG-14260","OFF-FA-10002780","Office Supplies","Fasteners","Staples","8.94","3","0.0","4.11"
